cod_representante,cod_cliente,cod_persona,num_telefono,correo_empresarial,cargo
399,4,604,931930367,elena.ruiz@sanfernando.com,Gerente de almacen
400,7,679,931395422,pedro.mamano@sanfernando.com,Gerente de recursos humanos
401,3,861,950751396,leonardo.rojas@wongymetro.com,Gerente de almacen
402,6,401,903630625,diana.vargas@sanfernando.com,Gerente de almacen
403,5,119,971180886,leonardo.gomez@makro.com,Gerente de producción
404,3,93,939547012,julio.lopez@tottus.com,Gerente de recursos humanos
405,8,475,933535416,alex.fernandez@tottus.com,Gerente de recursos humanos
406,8,439,972869757,diego.martinez@sanfernando.com,Gerente de recursos humanos
407,6,430,971295527,luis.vargas@plazaveayvivanda.com,Gerente de almacen
408,5,751,986784109,leonardo.gomez@sanfernando.com,Gerente de recursos humanos
409,1,773,915078736,pedro.perez@tottus.com,Gerente de producción
410,1,641,977823689,cristhian.cárdenas@plazaveayvivanda.com,Gerente de logística
411,11,256,956810992,fernando.gomez@plazaveayvivanda.com,Gerente de producción
412,3,35,946078813,diana.vargas@plazaveayvivanda.com,Gerente de logística
413,10,33,906342677,jose.rojas@sanfernando.com,Gerente de logística
414,6,287,969924344,leonardo.perez@sanfernando.com,Gerente de logística
415,3,105,989855321,ana.huaman@sanfernando.com,Gerente de producción
416,6,722,970408594,julio.diaz@makro.com,Gerente de recursos humanos
417,4,270,900124342,carlos.lopez@plazaveayvivanda.com,Gerente de producción
418,10,857,967754481,leonardo.martinez@makro.com,Gerente de logística
419,2,279,992814789,leonardo.huaman@wongymetro.com,Gerente de almacen
420,9,141,903405511,carlos.mamano@sanfernando.com,Gerente de producción
421,1,330,936540461,luis.castillo@sanfernando.com,Gerente de almacen
422,11,392,987270297,leonardo.cárdenas@sanfernando.com,Gerente de logística
423,5,836,974014381,jose.ruiz@wongymetro.com,Gerente de producción
424,3,474,968174961,alex.gonzalez@plazaveayvivanda.com,Gerente de recursos humanos
425,4,236,951867830,ana.rodriguez@plazaveayvivanda.com,Gerente de recursos humanos
426,4,785,987959704,elena.fernandez@sanfernando.com,Gerente de almacen
427,11,342,919719597,jose.castillo@tottus.com,Gerente de almacen
428,7,182,993784802,cristhian.cárdenas@tottus.com,Gerente de recursos humanos
429,8,932,947273185,diego.rojas@wongymetro.com,Gerente de producción
430,10,855,995211618,julio.rojas@sanfernando.com,Gerente de logística
431,7,50,991919804,ana.vargas@tottus.com,Gerente de logística
432,10,154,924842692,cristhian.diaz@sanfernando.com,Gerente de logística
433,4,613,982415292,fernando.gomez@sanfernando.com,Gerente de producción
434,10,553,948259230,fernando.diaz@sanfernando.com,Gerente de almacen
435,6,638,999572348,fernando.castillo@sanfernando.com,Gerente de recursos humanos
436,9,70,916065359,fernando.fernandez@sanfernando.com,Gerente de producción
437,11,909,911927420,alex.castillo@sanfernando.com,Gerente de producción
438,10,953,934424561,maria.lopez@sanfernando.com,Gerente de recursos humanos
439,9,856,996671059,julio.lopez@plazaveayvivanda.com,Gerente de producción
440,2,673,920750389,ana.rojas@sanfernando.com,Gerente de almacen
441,5,926,933958860,elena.lopez@wongymetro.com,Gerente de producción
442,7,97,929356109,fernando.rodriguez@makro.com,Gerente de producción
443,9,127,931278783,julio.huaman@makro.com,Gerente de producción
444,6,187,977468512,pedro.rojas@sanfernando.com,Gerente de logística
445,10,786,915532088,carlos.fernandez@sanfernando.com,Gerente de producción
446,10,681,961202394,carlos.fernandez@sanfernando.com,Gerente de recursos humanos
447,4,58,965697921,ana.ruiz@bodega:mass.com,Gerente de recursos humanos
448,7,257,903428843,julio.gonzalez@sanfernando.com,Gerente de logística
449,4,772,946232090,juan.perez@makro.com,Gerente de producción
450,7,573,932640157,alex.rodriguez@tottus.com,Gerente de producción
451,3,864,925877179,carlos.mamano@sanfernando.com,Gerente de logística
452,2,115,998789545,elena.fernandez@sanfernando.com,Gerente de producción
453,1,380,981797582,ana.mamano@sanfernando.com,Gerente de logística
454,2,945,992790605,julio.ruiz@sanfernando.com,Gerente de recursos humanos
455,2,887,924663494,diego.gonzalez@sanfernando.com,Gerente de producción
456,9,867,921630827,julio.gonzalez@tottus.com,Gerente de almacen
457,4,371,979265159,julio.perez@wongymetro.com,Gerente de recursos humanos
458,2,588,994725055,elena.vargas@sanfernando.com,Gerente de logística
459,5,882,989102219,luis.martinez@sanfernando.com,Gerente de producción
460,1,131,996682873,luis.vargas@sanfernando.com,Gerente de logística
461,2,805,937942658,diana.martinez@sanfernando.com,Gerente de logística
462,4,179,970260696,diana.perez@sanfernando.com,Gerente de logística
463,9,328,903966657,julio.ruiz@bodega:mass.com,Gerente de logística
464,4,852,931878256,luis.diaz@plazaveayvivanda.com,Gerente de almacen
465,4,858,985676782,juan.lopez@tottus.com,Gerente de recursos humanos
466,2,949,947499848,diana.castillo@sanfernando.com,Gerente de logística
467,10,630,986648226,pedro.cárdenas@sanfernando.com,Gerente de producción
468,10,981,901797412,luis.castillo@sanfernando.com,Gerente de producción
469,6,706,948936196,carlos.diaz@sanfernando.com,Gerente de producción
470,11,99,917021748,diana.rojas@sanfernando.com,Gerente de producción
471,3,563,950591919,alex.perez@wongymetro.com,Gerente de producción
472,5,762,920475193,diego.rodriguez@sanfernando.com,Gerente de producción
473,8,207,964636978,fernando.huaman@sanfernando.com,Gerente de almacen
474,4,826,941905445,juan.rodriguez@sanfernando.com,Gerente de recursos humanos
475,1,459,952121442,carlos.vargas@sanfernando.com,Gerente de producción
476,1,651,949320028,cristhian.vargas@makro.com,Gerente de producción
477,2,497,900222842,alex.ruiz@bodega:mass.com,Gerente de logística
478,6,445,941631220,juan.ruiz@sanfernando.com,Gerente de producción
479,10,784,908159532,diana.cárdenas@plazaveayvivanda.com,Gerente de producción
480,6,929,934238027,juan.perez@makro.com,Gerente de producción
481,9,568,907601872,ana.martinez@plazaveayvivanda.com,Gerente de logística
482,10,61,978780950,cristhian.rodriguez@sanfernando.com,Gerente de producción
483,7,937,904981103,elena.rojas@sanfernando.com,Gerente de producción
484,7,693,954291137,alex.martinez@tottus.com,Gerente de logística
485,2,724,906347509,leonardo.lopez@sanfernando.com,Gerente de almacen
486,4,297,967940835,maria.ruiz@sanfernando.com,Gerente de almacen
487,10,505,972956577,pedro.gonzalez@wongymetro.com,Gerente de logística
488,5,66,931032652,ana.perez@plazaveayvivanda.com,Gerente de producción
489,5,745,908228164,ana.mamano@makro.com,Gerente de logística
490,11,118,953663136,fernando.mamano@sanfernando.com,Gerente de almacen
491,5,723,924531851,maria.mamano@tottus.com,Gerente de almacen
492,1,189,937013394,elena.rojas@wongymetro.com,Gerente de producción
493,6,103,992762178,luis.lopez@plazaveayvivanda.com,Gerente de logística
494,9,716,903960101,diego.gonzalez@tottus.com,Gerente de almacen
495,11,780,912586830,pedro.rojas@tottus.com,Gerente de producción
496,5,838,928331136,elena.ruiz@sanfernando.com,Gerente de producción
497,11,542,933933240,pedro.rodriguez@sanfernando.com,Gerente de producción
498,4,874,982045555,juan.lopez@sanfernando.com,Gerente de producción
499,10,841,957248169,elena.mamano@sanfernando.com,Gerente de producción
500,1,922,947793188,carlos.rodriguez@sanfernando.com,Gerente de producción
501,10,398,942467210,alex.martinez@tottus.com,Gerente de logística
502,9,412,921539943,cristhian.rodriguez@tottus.com,Gerente de recursos humanos
503,10,842,982254031,jose.lopez@sanfernando.com,Gerente de producción
504,4,975,905559063,maria.fernandez@makro.com,Gerente de logística
505,4,482,989824136,ana.lopez@tottus.com,Gerente de producción
506,8,419,938153821,jose.lopez@plazaveayvivanda.com,Gerente de almacen
507,8,263,972721850,leonardo.gomez@sanfernando.com,Gerente de recursos humanos
508,4,712,997889204,fernando.ruiz@sanfernando.com,Gerente de logística
509,7,788,908911605,elena.rojas@bodega:mass.com,Gerente de producción
510,11,913,920078718,luis.cárdenas@bodega:mass.com,Gerente de logística
511,7,134,912693758,alex.castillo@sanfernando.com,Gerente de producción
512,5,508,930922102,carlos.castillo@sanfernando.com,Gerente de almacen
513,11,188,933756288,maria.perez@tottus.com,Gerente de recursos humanos
514,2,696,992924753,carlos.cárdenas@bodega:mass.com,Gerente de recursos humanos
515,5,539,973445494,luis.rojas@sanfernando.com,Gerente de recursos humanos
516,4,545,996602444,alex.vargas@sanfernando.com,Gerente de logística
517,6,429,925969040,ana.huaman@sanfernando.com,Gerente de recursos humanos
518,4,464,962996119,pedro.diaz@sanfernando.com,Gerente de logística
519,5,453,924333856,juan.diaz@sanfernando.com,Gerente de almacen
520,7,510,930586586,ana.lopez@sanfernando.com,Gerente de almacen
521,2,231,984751346,cristhian.fernandez@sanfernando.com,Gerente de almacen
522,4,89,921824471,ana.gonzalez@plazaveayvivanda.com,Gerente de producción
523,4,233,933123984,luis.lopez@sanfernando.com,Gerente de logística
524,7,209,968009072,fernando.gonzalez@makro.com,Gerente de logística
525,4,36,994373654,luis.gomez@plazaveayvivanda.com,Gerente de producción
526,4,113,925435631,diego.diaz@makro.com,Gerente de logística
527,5,25,941438841,maria.ruiz@tottus.com,Gerente de recursos humanos
528,5,409,998435754,juan.huaman@sanfernando.com,Gerente de producción
529,9,524,994763883,alex.huaman@tottus.com,Gerente de recursos humanos
530,7,168,989451878,julio.fernandez@sanfernando.com,Gerente de producción
531,3,271,911577753,diego.rojas@sanfernando.com,Gerente de recursos humanos
532,3,299,980264468,carlos.rodriguez@sanfernando.com,Gerente de almacen
533,3,491,975112154,pedro.martinez@plazaveayvivanda.com,Gerente de almacen
534,10,793,922701533,diana.diaz@makro.com,Gerente de recursos humanos
535,8,995,932271602,jose.vargas@sanfernando.com,Gerente de producción
536,4,899,962679165,diego.ruiz@sanfernando.com,Gerente de producción
537,7,758,909787372,elena.rojas@bodega:mass.com,Gerente de producción
538,11,143,959315965,fernando.vargas@sanfernando.com,Gerente de recursos humanos
539,5,682,906831599,juan.fernandez@plazaveayvivanda.com,Gerente de producción
540,4,57,990670312,diana.vargas@sanfernando.com,Gerente de recursos humanos
541,4,12,901684528,pedro.ruiz@bodega:mass.com,Gerente de recursos humanos
542,8,622,972189397,luis.vargas@wongymetro.com,Gerente de producción
543,7,966,935139706,elena.rodriguez@bodega:mass.com,Gerente de logística
544,5,601,918854600,leonardo.lopez@sanfernando.com,Gerente de producción
545,7,467,998053453,alex.perez@wongymetro.com,Gerente de almacen
546,4,605,963339737,carlos.perez@sanfernando.com,Gerente de logística
547,4,219,904120794,cristhian.castillo@makro.com,Gerente de logística
548,9,80,945955453,jose.lopez@tottus.com,Gerente de almacen
549,5,968,943828551,jose.mamano@sanfernando.com,Gerente de recursos humanos
550,11,444,992013023,leonardo.diaz@sanfernando.com,Gerente de producción
551,10,383,977748995,cristhian.martinez@wongymetro.com,Gerente de almacen
552,9,495,900159007,maria.perez@bodega:mass.com,Gerente de producción
553,8,241,918148711,carlos.vargas@bodega:mass.com,Gerente de logística
554,2,485,910811497,ana.gonzalez@sanfernando.com,Gerente de logística
555,1,79,977298151,diana.castillo@bodega:mass.com,Gerente de recursos humanos
556,10,306,937857397,cristhian.rodriguez@sanfernando.com,Gerente de producción
557,10,386,941050668,pedro.castillo@sanfernando.com,Gerente de logística
558,1,404,952984489,jose.perez@makro.com,Gerente de recursos humanos
559,3,728,975674456,maria.diaz@plazaveayvivanda.com,Gerente de almacen
560,11,232,964948894,julio.diaz@wongymetro.com,Gerente de almacen
561,11,15,954675331,julio.ruiz@tottus.com,Gerente de recursos humanos
562,1,129,914589873,diana.castillo@sanfernando.com,Gerente de logística
563,1,900,968469184,diego.mamano@tottus.com,Gerente de almacen
564,5,120,951199835,luis.vargas@bodega:mass.com,Gerente de logística
565,4,669,908010262,diego.rojas@sanfernando.com,Gerente de recursos humanos
566,3,361,903162078,julio.lopez@bodega:mass.com,Gerente de recursos humanos
567,2,96,943092768,diana.rojas@sanfernando.com,Gerente de producción
568,10,991,917165761,fernando.fernandez@tottus.com,Gerente de producción
569,5,138,970586535,jose.gonzalez@sanfernando.com,Gerente de producción
570,2,5,910502596,luis.vargas@sanfernando.com,Gerente de logística
571,3,934,958304000,diana.gonzalez@sanfernando.com,Gerente de producción
572,4,750,972414069,diego.diaz@sanfernando.com,Gerente de producción
573,10,690,949651710,julio.rojas@sanfernando.com,Gerente de recursos humanos
574,8,781,925490586,pedro.mamano@sanfernando.com,Gerente de recursos humanos
575,6,865,999371761,diego.vargas@bodega:mass.com,Gerente de logística
576,1,977,947539180,jose.lopez@plazaveayvivanda.com,Gerente de producción
577,5,304,998472172,diego.mamano@sanfernando.com,Gerente de producción
578,2,527,940014545,luis.diaz@sanfernando.com,Gerente de almacen
579,8,536,977826403,alex.fernandez@makro.com,Gerente de recursos humanos
580,7,85,958398671,julio.perez@sanfernando.com,Gerente de producción
581,6,333,921341669,pedro.lopez@sanfernando.com,Gerente de producción
582,6,45,969538267,cristhian.huaman@sanfernando.com,Gerente de almacen
583,9,351,994651722,jose.huaman@bodega:mass.com,Gerente de producción
584,9,51,918333930,leonardo.martinez@sanfernando.com,Gerente de producción
585,8,212,911704400,diana.fernandez@sanfernando.com,Gerente de almacen
586,6,534,926548418,fernando.huaman@bodega:mass.com,Gerente de producción
587,8,747,947021874,alex.lopez@bodega:mass.com,Gerente de recursos humanos
588,11,360,948401443,diana.fernandez@plazaveayvivanda.com,Gerente de producción
589,6,516,927232819,cristhian.mamano@tottus.com,Gerente de producción
590,8,155,967976644,julio.perez@makro.com,Gerente de logística
591,10,849,902476807,julio.vargas@sanfernando.com,Gerente de recursos humanos
592,9,34,934198642,elena.lopez@sanfernando.com,Gerente de recursos humanos
593,11,809,936376362,pedro.rodriguez@sanfernando.com,Gerente de almacen
594,4,160,902976385,maria.mamano@sanfernando.com,Gerente de recursos humanos
595,7,720,919313325,elena.martinez@bodega:mass.com,Gerente de producción
596,8,661,906890653,juan.rojas@tottus.com,Gerente de recursos humanos
597,10,483,987001138,diego.diaz@plazaveayvivanda.com,Gerente de almacen
598,1,806,967151753,ana.vargas@plazaveayvivanda.com,Gerente de almacen
599,7,200,996563920,luis.rojas@sanfernando.com,Gerente de producción
600,2,347,958430875,leonardo.mamano@sanfernando.com,Gerente de recursos humanos
601,4,350,905974499,cristhian.vargas@sanfernando.com,Gerente de recursos humanos
602,11,627,986405887,ana.castillo@bodega:mass.com,Gerente de logística
603,2,787,966581444,diana.gonzalez@sanfernando.com,Gerente de producción
604,11,916,950537368,cristhian.rodriguez@plazaveayvivanda.com,Gerente de producción
605,8,135,968044215,ana.ruiz@sanfernando.com,Gerente de recursos humanos
606,7,570,996018670,leonardo.fernandez@makro.com,Gerente de almacen
607,8,623,955926618,carlos.rojas@sanfernando.com,Gerente de logística
608,5,807,972309236,juan.castillo@plazaveayvivanda.com,Gerente de producción
609,1,148,934388247,leonardo.mamano@makro.com,Gerente de almacen
610,8,595,912797637,cristhian.rojas@tottus.com,Gerente de producción
611,9,214,908895835,ana.ruiz@bodega:mass.com,Gerente de recursos humanos
612,3,332,926256555,diego.perez@bodega:mass.com,Gerente de logística
613,5,971,985004723,leonardo.perez@bodega:mass.com,Gerente de logística
614,4,82,987616903,luis.huaman@sanfernando.com,Gerente de logística
615,8,81,904517654,elena.mamano@sanfernando.com,Gerente de almacen
616,9,993,973785295,cristhian.fernandez@sanfernando.com,Gerente de producción
617,7,835,973493463,fernando.huaman@sanfernando.com,Gerente de almacen
618,2,296,978994810,ana.huaman@sanfernando.com,Gerente de logística
619,7,721,943772697,pedro.martinez@plazaveayvivanda.com,Gerente de producción
